"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"10351",972.908348616387,-4.60598494695896,0.41745229742659,-11.0335599429033,2.63234522967557e-28,3.22830818967412e-24
"10350",510.679971761323,-2.34805247613702,0.423122499604258,-5.54934440577642,2.86742815017169e-08,0.000351661388337056
"5243",287.381076072206,-2.06197167857121,0.333070172207654,-6.1908025714343,5.98586455328166e-10,7.34106428814463e-06
"23456",698.769925275584,0.124484309110284,0.143068846274373,0.870100740671046,0.384245352965336,1
"5244",103.419780423401,-1.59908845706076,0.280951786970397,-5.69168281257186,1.25793374146833e-08,0.000154272994053676
"10058",1770.13256154246,-0.538034647844657,0.238070903371834,-2.25997650374065,0.0238227091444676,1
"22",909.145525820257,-0.32772705407189,0.133258449227911,-2.4593341433186,0.0139194997107198,1
"11194",1420.98882233968,0.5572648768697,0.140411248459172,3.96880508495542,7.22339347912835e-05,0.8858769762803
"23457",268.703756607731,1.00021988274184,0.194646677732988,5.13864348670734,2.76728847202847e-07,0.00339380258209572
"4363",5899.70997278806,0.261035367619846,0.253086112877293,1.031409288531,0.302348926880685,1
"89845",1237.74443377366,0.364333360439304,0.128907453563116,2.82631725605314,0.00470866026767893,1
"8714",3448.51504226448,1.0223562822604,0.55158120380818,1.85350094456072,0.0638105908870997,1
"10257",2334.72266268902,-0.918813694065388,0.291282569067092,-3.15437239175735,0.00160843702121755,1
"10057",5623.21054297807,0.515061313315522,0.349739349269642,1.47270049650153,0.140831812661917,1
"10060",740.780178861964,-2.08318553984828,0.306841598541044,-6.78912360564313,1.12816754984326e-11,1.38358468312777e-07
"215",940.257307828175,-0.547376257639192,0.23523256896155,-2.32695778503641,0.0199675121862078,1
"5825",3729.54434740127,0.30444258489426,0.17549761118145,1.73473919584861,0.0827870104007798,1
"5826",1519.28321540282,0.202758164039551,0.0803552780505898,2.52327126429578,0.011626867321649,1
"6059",2456.38949650541,0.211653236922167,0.150340621846922,1.40782467387739,0.159182992267047,1
"23",5532.24262451531,0.125555633955771,0.161283626494946,0.778477249578125,0.436287713543876,1
"10061",2373.55630128795,0.242321140553969,0.13173297983614,1.83948727839746,0.0658435473506451,1
"55324",2889.48172978755,0.57070659455941,0.132968530235872,4.29204258742303,1.77036981995837e-05,0.217118154719694
"9619",1918.57256442161,0.11241128812998,0.311106860877975,0.361326933815423,0.717855061576116,1
"9429",327.022535779456,-1.56517252553642,0.41875987110026,-3.73763732762656,0.000185757634172234,1
"55347",1297.93644025095,0.436315579655778,0.181127094992745,2.40889183185572,0.0160010396291362,1
"83451",1684.7685032945,0.433140172302269,0.275139359283688,1.57425739970438,0.115427954085119,1
"26090",4904.7812922131,0.62602370127544,0.260991771160154,2.39863386685586,0.0164563600688482,1
"84945",1027.27038189889,-0.303674273256371,0.130136490430466,-2.33350593866391,0.0196216070042626,1
"25864",574.344654078227,-0.257605994275086,0.187804011540743,-1.37167460993878,0.170164755855797,1
"84836",3476.12799918143,-0.550502255425553,0.18959743567264,-2.90353217844177,0.0036897905105921,1
"116236",1097.50487457298,0.503878927761807,0.251969961234674,1.9997579286545,0.0455264095565245,1
"7920",2612.68751223572,-0.0263380483718109,0.101745638023617,-0.258861695532318,0.795741953557661,1
"140701",264.069454235137,0.355860689334852,0.172470697290195,2.0633110141376,0.0390830882844843,1
"11057",11633.5732489846,0.213883906701166,0.249109883148062,0.858592617837011,0.390565312340921,1
"171586",823.342266770575,1.09842383260239,0.233434684525029,4.70548682530774,2.53260861437859e-06,0.0310599120467391
"63874",2432.00096972497,0.0290036290917386,0.228868785820021,0.126726014593124,0.899157255165493,1
"51099",2058.80976945629,0.0352040413260585,0.238709926800979,0.147476235269467,0.882756136126101,1
"57406",452.312365958997,-0.686400730448376,0.19292527341625,-3.55785801566504,0.000373891310377568,1
"79575",631.675791654942,0.327875082947421,0.243976242272291,1.34388119061812,0.178986809312069,1
"10006",3587.45037333809,0.0181062540304467,0.178792985338085,0.101269375843851,0.919336625725563,1
"10152",2548.22681924858,-0.562142028199493,0.193137628050572,-2.91057746682225,0.00360761522920368,1
"51225",433.659191448744,-0.790931088349522,0.261608924963988,-3.02333373549239,0.00250006365326032,1
"25890",2439.48171591797,-3.9529278594554,0.325677257566673,-12.137561857988,6.67865442542599e-34,8.19070178734243e-30
"25",7737.34842614129,-1.2674701718634,0.245265296081387,-5.1677517859796,2.36926670482583e-07,0.0029056686867984
"27",1922.39773698879,-0.0512409632623843,0.189640585729148,-0.270200406022625,0.787006080348112,1
"3983",9797.94374662481,-1.41624269412466,0.247678902152042,-5.71805947870067,1.0774743052409e-08,0.000132141448794744
"84448",167.950905128844,-1.21707056185418,0.340132075381442,-3.57822931133235,0.000345929887700657,1
"22885",2257.75844929406,-1.08385240420147,0.329799445462877,-3.28639850403711,0.00101477336397814,1
"28",505.650147655786,-0.149878036842446,0.431717565274617,-0.34716687227472,0.728465956979913,1
"29",5029.49820922811,-1.03463333209025,0.154020985322798,-6.71748288015341,1.8489048033965e-11,2.26749685088547e-07
"29777",1691.12316822614,0.438643379535901,0.137101353326693,3.1994095528049,0.00137709389343749,1
"80325",1713.45946334868,-0.715723000333579,0.226794896718556,-3.15581616116242,0.00160049703060202,1
"25841",473.073651786247,0.055831463519667,0.256019091001647,0.218075391570341,0.827370370663714,1
"30",3938.71990305646,-0.0225345171178062,0.244050948629681,-0.0923352982003758,0.926431644240868,1
"10449",2415.67731075638,-0.52247785544662,0.327993093790474,-1.59295383146203,0.111170548635129,1
"31",4722.12257198923,0.0937270170419295,0.191083702881648,0.490502411396024,0.623778423873242,1
"32",2159.98466625655,-2.61585530871165,0.341130250499109,-7.66820094343548,1.74425481893811e-14,2.1391541099457e-10
"80724",1258.23836338688,0.174571008520349,0.126719737913974,1.37761497454216,0.168322195106721,1
"27034",800.752303501283,0.0448830640754492,0.123005735605965,0.364885944987372,0.715196546322583,1
"28976",2317.56132777351,0.247138168504198,0.124957154745899,1.97778325704323,0.0479531630877979,1
"34",2451.45457909067,-0.571302513465304,0.119984706270135,-4.76146111637818,1.92196333522426e-06,0.0235709583431903
"35",1266.22935758853,-0.190063657872763,0.188374699248996,-1.00896595259608,0.312990963128049,1
"36",1231.4692770035,-1.05797967669585,0.217435736366814,-4.8657120231195,1.1404547542324e-06,0.0139865371059062
"37",14907.6050615161,-0.136606974218385,0.152382683877355,-0.896473081733704,0.370000150691432,1
"176",192.71437704046,1.0269899946725,0.318135494700711,3.22815282098167,0.00124592393921223,1
"9744",792.338681738983,-1.19732746553244,0.29542498274975,-4.05289848674265,5.05869565424271e-05,0.620398435036326
"23527",2919.50196070938,0.249879669790902,0.157743098006569,1.5840925717111,0.113172654560203,1
"116983",2359.52555029476,-0.318255501904496,0.183079191016457,-1.73834885405348,0.082149362958005,1
"38",2077.14066587154,-1.21257552389972,0.20827262693897,-5.82205900852751,5.8127017683537e-09,7.12869744870898e-05
"39",1412.59782057284,0.951178465285723,0.197304256846787,4.82087148289124,1.429324214836e-06,0.0175292321707487
"64746",3265.13321736941,0.387861825463906,0.138401522333513,2.80243901168412,0.00507178048587007,1
"79777",672.771660750773,-0.408054591898223,0.231938091837637,-1.75932546769365,0.0785222432701818,1
"91452",1680.74325464674,0.391553859569007,0.199598365519222,1.96170874721566,0.0497964028667646,1
"84320",1654.62911773715,0.378472561921992,0.113239974953716,3.34221693422913,0.000831120775347303,1
"414149",204.257630518398,1.72745950793041,0.359247433608126,4.80855072666923,1.52028453101947e-06,0.0186447694884228
"84680",519.066638509487,-0.402720695454268,0.238268868644384,-1.69019434954101,0.0909907790399863,1
"65057",1150.27388405,0.228514361415247,0.137397456134945,1.66316297145132,0.0962798175134719,1
"1636",982.981755650525,-0.474425832329096,0.179372250292203,-2.64492323397984,0.00817094517396885,1
"59272",200.113192878155,-0.140624218285872,0.500903263576189,-0.280741269844976,0.778908852402586,1
"340485",1854.76680906958,0.354949370251825,0.501411456525843,0.707900399227376,0.47900711179256,1
"55331",1021.38361890757,0.340851433223501,0.224494437745597,1.51830680816138,0.128937072186072,1
"22985",7422.11461003262,0.214308800355966,0.0881725665063235,2.43056098793037,0.0150754686414146,1
"47",7703.88350054001,1.00354522165497,0.116929992229809,8.58244495289667,9.28775814405141e-18,1.13905065878646e-13
"48",2769.42387631963,-0.528613600303274,0.190741085769104,-2.77136726034564,0.0055821426772414,1
"50",2829.17561904789,-0.589450346689266,0.159416722501953,-3.6975440056613,0.000217695489775512,1
"641371",235.930018018994,-0.867296826957797,0.257566898068476,-3.36726820667468,0.000759168158425075,1
"26027",782.464381029464,-0.058593906952315,0.286745201504261,-0.204341368730609,0.83808674433998,1
"55856",1330.59865937479,0.520603115796333,0.211655604819759,2.45967082345713,0.0139064500025102,1
"10965",724.154913347901,-0.670927325112291,0.215594304635181,-3.11199002333388,0.0018583077910312,1
"122970",138.068537487694,0.963038862342465,0.269976817392226,3.56711687931097,0.000360930520914453,1
"11332",1841.86470117533,0.630718300566037,0.243380927097345,2.59148614514797,0.00955623894263508,1
"10005",856.838678985866,0.331462057794205,0.116284313263523,2.8504451588672,0.00436580784388022,1
"23597",1384.1609627246,-0.161928047412654,0.219387880163382,-0.738090213971997,0.460459630085011,1
"51",7316.28233755156,0.557255461889308,0.280876795417556,1.9839854020724,0.0472574673170351,1
"8309",345.081164677949,-3.51447820542579,0.332157604161252,-10.5807549229541,3.65997291035512e-26,4.48859077725952e-22
"8310",1443.78001623853,-0.249200680433968,0.199196493046655,-1.25102945650554,0.210923730677914,1
"55289",483.483907611822,1.26235512744086,0.612274859459441,2.06174581225719,0.039231942490472,1
"52",3014.52002532035,0.680579926806268,0.0988858313374474,6.88248172262205,5.88187139576342e-12,7.21352707976426e-08
"53",1813.73277724346,0.262968359461321,0.17213818374472,1.52765849935597,0.126597349114378,1
"54",1979.84499896129,0.296283366195091,0.311532978416766,0.951049765905444,0.34157911353203,1
"51205",1292.33017607336,0.962082416841471,0.256027669790648,3.7577282862753,0.000171462917612686,1
"55",326.53414949632,1.12903628939817,0.458043049481683,2.46491304840402,0.0137046504377681,1
"23205",135.810122449944,-1.34409062824164,0.374429370178075,-3.58970405447203,0.000331053597440924,1
"80221",2552.11918808354,0.61422869204878,0.373458361898669,1.64470461693783,0.100030740253304,1
"197322",1053.51036998286,-0.195970099130292,0.112678309295982,-1.73919985447705,0.0819996150589538,1
"2180",5142.18012006011,0.121762001873152,0.238696199632208,0.510112863383526,0.609972393817539,1
"2181",3735.78259884709,-0.0440018155857978,0.184565276055577,-0.238407876747887,0.811564758777136,1
"2182",2486.75590809191,-0.751110216951632,0.203789401611377,-3.6857177606517,0.000228058983805536,1
"51703",7280.95813061081,0.64085175753566,0.501514168657384,1.27783380328277,0.201308032730523,1
"6296",377.412153653181,-0.605915021675441,0.40231484173809,-1.50607175976345,0.132048753234743,1
"84532",1875.5078671243,-0.260545162128582,0.312184144119521,-0.834588069369823,0.403949681865087,1
"55902",1805.59855804593,-0.0123022694681301,0.166383209925207,-0.0739393684835161,0.941058630046371,1
"79611",229.17159399474,-1.89320622271167,0.355137200058581,-5.33091498834642,9.771915803957e-08,0.00119842775419729
"58",398.198959330215,-2.13456625917321,0.345984530175883,-6.16954248818031,6.84878714148524e-10,8.3993525503175e-06
"59",93072.9246092863,-3.22597019344774,0.379991261154912,-8.48959048069424,2.07366514886975e-17,2.54314293857386e-13
"60",296341.251219935,-0.765110881393028,0.198117615782382,-3.86190232691599,0.00011250754826566,1
"70",30650.109265009,-5.59120101797523,0.63729887282367,-8.77327931430726,1.73536866694189e-18,2.12825613313754e-14
"71",182670.382469885,0.07328306880811,0.209687970201955,0.349486280674707,0.726724268729626,1
"72",106083.977470058,-5.13456914638648,0.478450913982606,-10.7316529163808,7.22913467502866e-27,8.86581076545515e-23
"86",2602.55633800956,1.22246342567971,0.17018036885132,7.18333985248162,6.80287127010853e-13,8.3430413256611e-09
"87",25566.4020172641,-1.19782631294089,0.270124689186047,-4.43434591836178,9.23522412170925e-06,0.113260788628642
"81",33084.2808193533,-0.150469338058524,0.169966334262722,-0.885289070398723,0.376000743256185,1
"55860",2475.87725326828,-0.181369992175808,0.0844282003491493,-2.14821577891937,0.0316966177860014,1
"10121",6271.77836665512,-0.478299391361123,0.172038364516697,-2.78019029479149,0.00543270527134187,1
"10120",3291.38186674703,-0.259570269807346,0.16468302576761,-1.57618108240029,0.114984076974727,1
"10097",13238.4297031763,0.395028926246142,0.0845078488257874,4.67446434544195,2.94721829725939e-06,0.0361446851975891
"10096",9685.47688693309,-0.0191943616336364,0.132923165177071,-0.144401930303624,0.885183092623953,1
"57180",329.949570032248,0.64588439681268,0.162442889417549,3.97607060012626,7.00633330386654e-05,0.859256716386193
"653857",122.421660465069,0.67673492197169,0.232587589954302,2.90959170308551,0.00361901199384745,1
"79913",565.1471201986,0.59686378026066,0.117660519115529,5.07276174495378,3.92083282129493e-07,0.0048085093720361
"64431",1215.49707942515,0.195217284542893,0.102933620035939,1.89653569431187,0.0578892447039015,1
"93973",1092.26930776922,0.0640205989422026,0.111093977350007,0.576274254188437,0.564429822122868,1
"90",1679.38791700607,-0.145893949878073,0.197033696632032,-0.740451772320628,0.459025914393945,1
"91",2021.39030854396,0.366880895474289,0.169619440072853,2.16296490140935,0.0305438792687965,1
"130399",126.527934637031,1.16862908046969,0.428501877287882,2.72724378214234,0.00638658354055189,1
"92",1059.71713439034,-0.255666790690073,0.168616080731114,-1.51626576529065,0.129452164534948,1
"93",749.766638290268,0.980533495546126,0.23037917759649,4.25617239273045,2.07956382874821e-05,0.25503770795768
"94",1284.80672970758,-1.29828299995598,0.200976959574386,-6.4598598899366,1.04799966120643e-10,1.28526678450357e-06
"95",99.4409594333322,0.59747483872346,0.26409686736144,2.26233216884683,0.023676888337026,1
"97",316.816539280931,1.11713380353491,0.167782914969028,6.65820953069701,2.77183434680603e-11,3.39937764292292e-07
"98",438.549177961793,-0.625361088390459,0.178694264161169,-3.49961478241086,0.000465930956954676,1
"100",601.914012867716,0.634534386272892,0.308925915132173,2.05400180169867,0.0399755173305767,1
"161931",108.855578895009,0.633718957733092,0.488098240551948,1.29834304876099,0.194169479789587,1
"161823",342.230362974822,-0.227638138216231,0.180837069678321,-1.2588024049558,0.208101711480609,1
"102",7701.49812962684,1.19694271022946,0.284502156951186,4.2071481040997,2.5861366259355e-05,0.31716379580473
"4185",123.166510603834,-0.72565521392545,0.402933270080508,-1.80093148868164,0.0717136791254638,1
"8038",725.649165297646,1.69982707235209,0.370698459860831,4.58547109418865,4.52963942100438e-06,0.0555514978591977
"8751",7332.77462354834,0.37987550409189,0.188742808208047,2.01266213901597,0.0441501849917979,1
"6868",2139.13456742868,1.17470151897541,0.203832666586902,5.76306800399233,8.25984941871567e-09,0.000101298793271129
"8728",2539.56233048181,-0.66803339934982,0.348253112006634,-1.91824100436781,0.0550804591352019,1
"53616",316.280569795846,-0.982485324343272,0.375423547405162,-2.61700506303874,0.00887050255520251,1
"8745",405.380481042554,-0.206541697004064,0.445093427915624,-0.464041219326243,0.642618214107055,1
"10863",460.973112719117,-0.968041162458153,0.430156180832119,-2.25044113183616,0.0244209564616272,1
"80332",1292.62860282022,-3.69278339392031,0.339422220073266,-10.8796159341695,1.44169114229655e-27,1.76809001691249e-23
"101",1720.43627263594,1.24149346156774,0.466243415113363,2.66275816735316,0.00775030916880514,1
"8754",6945.85821416138,0.0336953043429456,0.260033518720232,0.12958061910164,0.896898237664494,1
"27299",215.819670526216,0.387303629350612,0.504136380968596,0.768251695318013,0.442337666520467,1
"9510",16534.9101901513,-3.23378135538731,0.319151246481088,-10.1324415650651,3.96620119984615e-24,4.86414915149131e-20
"81794",255.916868309913,-0.663484035639109,0.279271123187783,-2.37577028396516,0.0175123614454124,1
"81792",287.565009108123,1.5528704990959,0.33644147746444,4.61557389058854,3.92010532091159e-06,0.0480761716556597
"11093",269.296495969106,0.00733325725851598,0.246851488734192,0.0297071623757246,0.97630059969441,1
"140766",282.965124553493,0.843364771872276,0.368900310075727,2.28615902138752,0.0222449571343857,1
"170689",641.525471758039,-2.47104608355924,0.354755456695153,-6.96549140238497,3.2725940939086e-12,4.0135093967695e-08
"170690",350.564410790904,-0.316471796473353,0.475400663080966,-0.665694899166462,0.505606134529061,1
"170691",125.23676380928,-0.643562150504517,0.274484440848249,-2.34462160593035,0.0190463983464146,1
"9509",1976.16469396382,0.773688719765274,0.343174079539206,2.25450803511774,0.0241642257542113,1
"9507",5942.13781575448,-1.78536754717585,0.358574257785357,-4.97907339529257,6.38894127694668e-07,0.00783539758204741
"11096",586.746236908892,-1.79390553836235,0.282454153001028,-6.35113882838118,2.13726712827209e-10,2.62114440611289e-06
"11174",132.436861274994,-0.483129620055462,0.271951267413294,-1.77653012854407,0.075645580565269,1
"11173",725.807413487864,1.29961389841606,0.279093438014475,4.65655483576311,3.21544665440521e-06,0.0394342377696256
"11095",504.978202391523,-3.92771629023995,0.458493110651554,-8.56657646318472,1.066071162609e-17,1.30742967382368e-13
"56999",1365.29239851537,-1.67361727903969,0.331034660761744,-5.05571614521733,4.28778689464799e-07,0.0052585418475963
"92949",339.21627208325,-1.86654553978084,0.331142890960692,-5.63667706821585,1.73362770381824e-08,0.000212612101596269
"9719",437.237316034481,-0.60553488882121,0.265578591159299,-2.28005911989343,0.0226041823616216,1
"57188",898.016334765215,-4.120253989642,0.516739986530794,-7.97355361891751,1.54175676953029e-15,1.89081050215195e-11
"54507",2459.8252631557,-2.25486456038418,0.271730787382255,-8.29815635580582,1.05739455524457e-16,1.29678868255194e-12
"339366",309.314907067608,-0.73389112025879,0.282433585734455,-2.59845555672971,0.00936441663318698,1
"11033",718.51243371703,-0.0786589237316171,0.302107107420218,-0.260367670272007,0.794580178539597,1
"55803",390.959672882728,0.0492698122551823,0.233233428456851,0.211246786454102,0.832694704093083,1
"103",14263.8036525973,0.652267291293324,0.118311369731063,5.51314123719478,3.52485140288292e-08,0.000432287776049561
"104",4172.59888733027,-1.92768182462537,0.373516105162425,-5.16090684707452,2.4575645143508e-07,0.00301395712039982
"23536",680.315271479003,0.7395937110411,0.197025761253999,3.75379192210119,0.000174179468192729,1
"134637",302.193430369353,0.589747762904407,0.211481769628372,2.7886458673991,0.00529289060656626,1
"113179",141.852238436594,0.635057521966806,0.203410670984548,3.12204624709708,0.00179598723358997,1
"57143",443.544997947113,0.0556228312214474,0.168281832322271,0.33053378640973,0.740996667925489,1
"90956",1993.41504614554,0.522551571121528,0.144384001338708,3.6191791768929,0.000295538961548296,1
"203054",667.262108376738,0.953043395208173,0.169503119579189,5.62257141682239,1.88135748456539e-08,0.000230729681907099
"107",287.895949692979,-0.0239097621487187,0.322279228179599,-0.0741895848633296,0.940859533087977,1
"108",245.629304293007,-2.33502777168664,0.489934482181418,-4.76600006043666,1.87919202028124e-06,0.0230464109367292
"109",1626.72254680203,0.171731301023753,0.18985110122156,0.904557834633462,0.365699681990532,1
"196883",499.118950505449,-1.582829394902,0.208957099803545,-7.5749012423609,3.59400926503494e-14,4.40769296263885e-10
"111",2329.48359757707,-4.35552044869052,0.406674760357435,-10.7100830276813,9.12799120880984e-27,1.11945684184844e-22
"112",2183.99732499059,-0.44454199790036,0.186540280613365,-2.38308850205787,0.0171680663658485,1
"113",1182.94775278012,0.651798632744754,0.210359393745201,3.09850024351301,0.0019450281029007,1
"115",1506.87807334322,-1.49322338621658,0.199771924721727,-7.47464083502507,7.74149984392617e-14,9.49417540859106e-10
"118",13540.2902935207,-1.09297540774346,0.164144155931454,-6.65863125946366,2.76389388839502e-11,3.38963946472765e-07
"120",3720.60889812408,-0.427920612545398,0.191132388589529,-2.2388702181941,0.0251643617784963,1
"125",4991.16912007721,-7.89458430538393,0.578891855552604,-13.6374077984701,2.3993880118319e-42,2.94260945771064e-38
"126",1208.52991813211,-3.43427407461307,0.583873565794214,-5.88187970103013,4.05633131403253e-09,4.97468472352949e-05
"128",6240.05797193274,-0.723087582899688,0.240841379140939,-3.00233948783586,0.00267913217045461,1
"137872",276.666713290659,-2.34327927574894,0.389830379398098,-6.01102274113934,1.84356539854072e-09,2.26094860477034e-05
"55256",4675.7179726502,-0.232057443058604,0.164145400581491,-1.41373101065599,0.157440896536192,1
"51094",5378.74335011955,0.248515338996271,0.161554763321441,1.5382730529697,0.123981865572529,1
"79602",3846.32860782328,0.323408913710197,0.159245781009816,2.03087900765335,0.0422672697693767,1
"132",1464.71997451714,0.367350489880088,0.21235758551354,1.72986752035126,0.0836539474488934,1
"133",3097.72163602846,-0.284426260138542,0.365162405334929,-0.778903457703057,0.436036586969077,1
"23394",5140.12708192304,0.385892644755863,0.103552676725043,3.72653471605083,0.000194130344514075,1
"22850",1549.09277096255,-0.158179545121847,0.130026660485732,-1.21651624775216,0.223788325485513,1
"84890",1202.93155081292,0.0909619505624551,0.147683691015029,0.615924141232347,0.53794458755524,1
"135",220.328066045526,-0.562172473787561,0.273764799299131,-2.05348706344565,0.0400253631241218,1
"136",471.437307422162,-0.782773727439936,0.458305295536589,-1.70797443333805,0.0876410865099751,1
"140",187.960627281927,-0.383893570724761,0.278253497305569,-1.37965407242728,0.167693180169133,1
"83440",2029.35092391854,0.779044105695012,0.206629137926462,3.77025289614415,0.000163082205389616,1
"141",603.097013732385,-0.696847243337332,0.215994527499148,-3.22622638362948,0.00125434100581532,1
"113622",115.032807368332,-0.0204590703852394,0.25146951482424,-0.0813580540748206,0.935157206479923,1
"54936",2033.53976841443,0.591356158910005,0.114361099145658,5.17095553757152,2.32899983048962e-07,0.00285628539211247
"150",476.798913903509,-1.98554013245548,0.313616314942982,-6.33111237473875,2.43399985993211e-10,2.98505742822074e-06
"152",140.50960075864,-1.67295086264733,0.369953934376141,-4.52205182104214,6.12430606675755e-06,0.0751084896027146
"154",342.723948739559,-1.95071532306125,0.350519310526584,-5.56521499523291,2.61829391959385e-08,0.00032110756629899
"11047",6091.22333093898,0.341171977332052,0.136891832354467,2.49227416613596,0.0126928019095943,1
"158",2349.44328420443,0.125475169199355,0.165973597039074,0.755994757225244,0.449652339068787,1
"84830",280.404551888819,-0.76021764972621,0.508944823321038,-1.49371329639534,0.135250571714799,1
"165",17381.0932079266,-0.776275054713295,0.329079765470039,-2.35892672891786,0.0183278741260125,1
"121536",2182.87510332573,-0.2352121109908,0.124850231451281,-1.88395414455106,0.0595711783751053,1
"64782",1513.52836935808,-0.340282244748168,0.209994285172461,-1.62043573932836,0.105138707838384,1
"60312",2624.64941479765,-0.864390568047963,0.270744612471739,-3.19264180423235,0.00140977705194718,1
"134265",647.023598949428,0.140291388386953,0.207621334904919,0.675707958679678,0.499226081953823,1
"84632",1233.16306078773,-0.0205386400229015,0.289364320082662,-0.0709784814417834,0.943414881609916,1
"4299",3704.42939638923,-0.738411135611204,0.178136316029808,-4.14520268560871,3.39513262822424e-05,0.416379065525421
"3899",901.067429601705,-4.65529125483282,0.44314077295031,-10.5052198736739,8.17321105150331e-26,1.00236260335637e-21
"27125",5680.33212998254,-0.579272907260924,0.17522582478997,-3.30586492005534,0.000946837215936227,1
"172",644.769921320176,0.388306127737186,0.139597383027975,2.78161466436207,0.00540892195111189,1
"10939",4804.23214382846,0.0438300561293221,0.131727754561382,0.332732128284311,0.739336495211112,1
"125061",947.858135284252,0.63784097164311,0.205242428734791,3.10774422021341,0.00188521151396083,1
"54812",3084.57049742846,0.137301300780189,0.144175515671242,0.952320511155801,0.340934458616971,1
"175",796.459074013955,0.0837001546850005,0.159235010259073,0.525639145240872,0.599138953125726,1
"116987",1513.351783486,-0.591404874946363,0.257060647650436,-2.3006433709394,0.0214117974149969,1
"119385",404.856415441848,-0.0899449245391684,0.424809142637141,-0.211730199545156,0.832317526367947,1
"116986",376.885225436749,0.581386010868652,0.361500339029704,1.60825854943633,0.107778564814728,1
"116988",4739.48126786263,0.0491063126848677,0.147650459521226,0.332584895733482,0.739447646375807,1
"119016",110.749828975911,0.166989898410938,0.191048534719485,0.874070553098601,0.382079832681428,1
"414189",187.621614794686,0.136002093709946,0.214791928435914,0.633180653948662,0.526615677712686,1
"60509",2174.10431234371,0.0903786416193358,0.212783731163823,0.424744133985285,0.671023207044345,1
"177",254.518885892943,0.209491323587491,0.188798740937814,1.10960127460009,0.267170881791873,1
"3267",3012.58401032862,-0.217627483069141,0.237153144020396,-0.917666447004489,0.358793518919878,1
"3268",1275.85157069728,-0.79124619859474,0.204251402624608,-3.87388379432069,0.000107114503385526,1
"55109",1314.3405094523,0.283774704559776,0.111274842547057,2.55021438866354,0.0107656693888156,1
"55750",1053.47854040165,0.429845364722723,0.11184485048453,3.843228927041,0.000121426104873985,1
"178",2221.25496347868,-0.391075694868775,0.177306519669713,-2.20564757346358,0.027408685344978,1
"79814",269.539587924932,1.86230450631354,0.427189115551407,4.3594381001719,1.30396830600439e-05,0.159918673048378
"10554",3993.79458992986,-0.253107031578804,0.198734026038133,-1.27359686020872,0.202806325564025,1
"10555",3455.83665506129,0.556067100152179,0.231393656580244,2.40312162558934,0.0162557798307355,1
"56894",4348.70293872801,0.0950008587053245,0.142229164907668,0.667942181668555,0.504170500251264,1
