GeneID,log2FC,P.Value,adj.P.Value
ENSG00000248510,5.961492595,0.013707869,0.156999245
ENSG00000163216,5.959899444,0.004536744,0.104293389
ENSG00000227248,5.94106283,0.008481339,0.132437427
ENSG00000104760,5.940854686,0.00142418,0.061708837
ENSG00000232970,5.934147689,0.014076036,0.158390588
ENSG00000162482,5.932587735,0.000167529,0.0216801
ENSG00000139219,5.931070789,0.003642568,0.095834793
ENSG00000201821,5.927253483,0.017909634,0.170434009
ENSG00000231490,5.927253483,0.017909634,0.170434009
ENSG00000156269,5.921590273,0.004331648,0.102259539
ENSG00000217330,5.92085991,0.005704962,0.114581739
ENSG00000235060,5.919677527,0.011487382,0.146549532
ENSG00000207997,5.913614184,0.02222535,0.182370891
ENSG00000107105,5.913427256,0.002332354,0.078765557
ENSG00000231905,5.91106867,0.006212845,0.11776755
ENSG00000172927,5.906505832,8.00E-05,0.016295647
ENSG00000237849,5.906296792,0.012249083,0.150435381
ENSG00000240074,5.905973969,0.01189686,0.148515541
ENSG00000260172,5.897405106,0.006153885,0.117532508
ENSG00000232783,5.894274774,0.023030874,0.184371003
ENSG00000268992,5.891551942,0.018097934,0.171171544
ENSG00000181562,5.88613779,0.00787081,0.128965378
ENSG00000249395,5.882722406,0.002476887,0.08080343
ENSG00000231310,5.882220235,0.002501558,0.081014664
ENSG00000263642,5.877559706,0.022478492,0.183090483
ENSG00000204379,5.872203123,0.002254809,0.077853628
ENSG00000224751,5.869681779,0.009805312,0.139009584
ENSG00000220867,5.867360432,0.014330471,0.159030365
ENSG00000261336,5.854231058,0.004967314,0.108809274
ENSG00000164089,5.849746022,0.007934602,0.129250879
ENSG00000186910,5.845212595,0.010233396,0.141143381
ENSG00000083782,5.844409883,0.001437738,0.062024764
ENSG00000237986,5.841415875,0.011164593,0.145021538
ENSG00000199883,5.840583419,0.022742058,0.183483006
ENSG00000198889,5.838981285,0.004039642,0.098838851
ENSG00000232373,5.837332473,0.009655056,0.138024581
ENSG00000231431,5.832421827,0.005245149,0.110537396
ENSG00000225572,5.830084004,0.004117749,0.099981465
ENSG00000261713,5.825615287,0.003014997,0.087920012
ENSG00000169427,5.819724944,0.006923171,0.123306094
ENSG00000232841,5.819552565,0.006788535,0.122054381
ENSG00000204610,5.818315831,0.002080568,0.075397826
ENSG00000137875,5.816296285,0.00065368,0.042066262
ENSG00000002726,5.816108901,0.002271389,0.07801274
ENSG00000152910,5.814428586,0.004899269,0.10810744
ENSG00000183770,5.81352465,0.002674492,0.083082319
ENSG00000258808,5.813428811,0.00601323,0.116517891
ENSG00000212464,5.811413769,0.005079559,0.109733858
ENSG00000224109,5.804447524,0.023699466,0.186053117
ENSG00000200597,5.802637007,0.023016794,0.18431415
ENSG00000206654,5.802637007,0.023016794,0.18431415
ENSG00000235678,5.802637007,0.023016794,0.18431415
ENSG00000184357,5.795952646,0.002260254,0.077853628
ENSG00000127928,5.795753987,0.000558856,0.039448515
ENSG00000159261,5.793275281,0.001590541,0.065936035
ENSG00000273962,5.792700977,0.009741051,0.138660389
ENSG00000221063,5.786427754,0.014643501,0.159756984
ENSG00000264229,5.786381741,0.002447674,0.080536278
ENSG00000180251,5.775667851,0.007516355,0.126830962
ENSG00000204464,5.775525725,0.004470836,0.103489804
ENSG00000229989,5.773524709,0.004902967,0.108149584
ENSG00000203785,5.772164154,0.008991073,0.134910823
ENSG00000252637,5.769042511,0.005801485,0.115424749
ENSG00000196228,5.768736167,0.014908572,0.160854825
ENSG00000207988,5.766183354,0.014757275,0.160360088
ENSG00000271907,5.763668254,0.023303527,0.185074322
ENSG00000275126,5.763668254,0.023303527,0.185074322
ENSG00000238835,5.761207199,0.00786528,0.128965378
ENSG00000196344,5.759200781,0.014319195,0.159030365
ENSG00000225222,5.757487697,0.011300887,0.145484516
ENSG00000211849,5.756745671,0.011123945,0.144926205
ENSG00000176787,5.753734536,0.015120413,0.161116965
ENSG00000135638,5.753507982,0.001169701,0.056075328
ENSG00000026559,5.748508139,0.004656041,0.105472408
ENSG00000223414,5.748402555,0.00863414,0.133559767
ENSG00000232490,5.748057132,0.005106415,0.109733858
ENSG00000184210,5.745705741,0.004467509,0.103489804
ENSG00000134827,5.745187888,0.00059925,0.040436852
ENSG00000101076,5.744185046,0.00256074,0.081947731
ENSG00000259849,5.740925965,0.014951922,0.161036921
ENSG00000230399,5.740133289,0.007160954,0.124961332
ENSG00000173389,5.739095699,0.0076963,0.127778038
ENSG00000249641,5.73870464,0.010411408,0.141915365
ENSG00000124610,5.733500443,0.019040473,0.173333076
ENSG00000252451,5.723620611,0.023603169,0.185811596
ENSG00000164076,5.721100816,0.002502115,0.081014664
ENSG00000249784,5.720143003,0.002791857,0.0848275
ENSG00000207595,5.719689184,0.019083136,0.173470076
ENSG00000242931,5.719689184,0.019083136,0.173470076
ENSG00000172901,5.707381917,0.001793005,0.069695578
ENSG00000232608,5.704931926,0.00310657,0.088911153
ENSG00000240454,5.699209149,0.013064749,0.154064189
ENSG00000215893,5.698499921,0.01916447,0.173677647
ENSG00000270772,5.696930403,0.007954994,0.12930447
ENSG00000235836,5.684862011,0.001174464,0.056198678
ENSG00000206635,5.682432705,0.023916736,0.186147981
ENSG00000211868,5.682432705,0.023916736,0.186147981
ENSG00000211877,5.682432705,0.023916736,0.186147981
ENSG00000222385,5.682432705,0.023916736,0.186147981
ENSG00000224451,5.682432705,0.023916736,0.186147981
ENSG00000251807,5.682432705,0.023916736,0.186147981
ENSG00000115718,5.681810817,0.001556072,0.064981858
ENSG00000169436,5.677822545,0.000313368,0.029989578
ENSG00000225530,5.661229589,0.003823176,0.097543827
ENSG00000239946,5.658950874,0.00869811,0.133830523
ENSG00000200086,5.65659506,0.019407455,0.174312605
ENSG00000165828,5.655108069,0.004229581,0.101153714
ENSG00000080031,5.642865702,2.37E-07,0.001465628
ENSG00000228016,5.641672235,0.008005705,0.129648467
ENSG00000234965,5.640219676,0.004802632,0.106871814
ENSG00000238778,5.640037774,0.024245358,0.187044894
ENSG00000252549,5.640037774,0.024245358,0.187044894
ENSG00000233080,5.636094233,0.015954235,0.164362834
ENSG00000167798,5.633911105,0.007580278,0.127067145
ENSG00000253898,5.633259556,0.018902728,0.172821595
ENSG00000249089,5.631718242,0.018267273,0.171290145
ENSG00000278771,5.631698127,0.001190322,0.056558974
ENSG00000242094,5.621724759,0.004146497,0.100419106
ENSG00000229520,5.619741204,0.024001163,0.186469155
ENSG00000182272,5.617616919,0.000133494,0.019933179
ENSG00000239351,5.614080256,0.002278159,0.078112181
ENSG00000256025,5.610507489,0.012272013,0.150435381
ENSG00000167971,5.610270498,0.000962616,0.051416804
ENSG00000242522,5.604157163,0.004946469,0.108673188
ENSG00000169507,5.603709919,0.00209661,0.075616739
ENSG00000223409,5.603477763,0.010357173,0.141663496
ENSG00000277769,5.602840103,0.015444968,0.162142803
ENSG00000237130,5.600655742,0.015448305,0.162142803
ENSG00000219249,5.600277548,0.008190802,0.130232457
ENSG00000222736,5.596363014,0.024590296,0.187766051
ENSG00000241295,5.596363014,0.024590296,0.187766051
ENSG00000252914,5.596363014,0.024590296,0.187766051
ENSG00000253298,5.596363014,0.024590296,0.187766051
ENSG00000252481,5.593690375,0.000805668,0.046720271
ENSG00000258947,5.591058934,5.94E-05,0.013819201
ENSG00000224678,5.590893927,0.006819803,0.122317833
ENSG00000251306,5.588368051,0.0198494,0.175585088
ENSG00000211514,5.580332742,0.018537585,0.171849888
ENSG00000242599,5.579965581,0.024311136,0.187185553
ENSG00000273327,5.578325916,0.014202351,0.158598551
ENSG00000027644,5.577138183,0.000748751,0.044927267
ENSG00000275896,5.570746355,0.002451828,0.080536278
ENSG00000167104,5.567732024,0.008368337,0.131876537
ENSG00000145198,5.56109067,0.00541212,0.111988107
ENSG00000224323,5.560127456,0.020068191,0.176290123
ENSG00000168621,5.559508504,0.000799718,0.046566849
ENSG00000269040,5.558623136,0.006048235,0.116799576
ENSG00000089116,5.555761842,0.007136938,0.124686135
ENSG00000204195,5.55548352,0.005746637,0.115014503
ENSG00000224308,5.551781534,0.012019135,0.149265513
ENSG00000163888,5.549550546,0.001362089,0.060639737
ENSG00000188175,5.548387117,0.005788452,0.115355165
ENSG00000234946,5.544205023,0.007584154,0.127067145
ENSG00000250563,5.539061186,0.024635126,0.187894872
ENSG00000212232,5.538650169,0.001183033,0.056341263
ENSG00000130477,5.538385469,0.00373505,0.096665403
ENSG00000189108,5.534738011,0.001256098,0.058270879
ENSG00000251688,5.532072729,0.011537533,0.146843555
ENSG00000248909,5.528452737,0.013197836,0.154844543
ENSG00000224435,5.525048595,0.012341256,0.150730288
ENSG00000185974,5.522108276,0.004714768,0.10605145
ENSG00000213783,5.520590379,0.010015749,0.140357407
ENSG00000241535,5.519980925,0.010224497,0.141106142
ENSG00000170162,5.51403987,0.013401602,0.155579477
ENSG00000251934,5.513467732,0.0127722,0.152948938
ENSG00000254166,5.508140332,0.002424148,0.080307378
ENSG00000155886,5.506034335,0.000123297,0.019170616
ENSG00000201715,5.504822034,0.025325174,0.189454855
ENSG00000212420,5.504822034,0.025325174,0.189454855
ENSG00000224471,5.504822034,0.025325174,0.189454855
ENSG00000225479,5.504822034,0.025325174,0.189454855
ENSG00000243911,5.504822034,0.025325174,0.189454855
ENSG00000254324,5.504822034,0.025325174,0.189454855
ENSG00000235763,5.503100005,0.007565453,0.127067145
ENSG00000197085,5.498777219,0.002463187,0.080536278
ENSG00000105467,5.497305775,0.002915635,0.086486689
ENSG00000250170,5.497167803,0.006298672,0.118319244
ENSG00000183971,5.496967254,0.0010166,0.052858844
ENSG00000232109,5.49696486,0.024966927,0.188888892
ENSG00000239627,5.493520563,0.00898809,0.134910823
ENSG00000137745,5.492183172,0.001453633,0.06248764
ENSG00000164509,5.49155232,0.000109057,0.018381499
ENSG00000225442,5.487227763,0.00459306,0.10490321
ENSG00000156689,5.483607854,0.000317922,0.029998225
ENSG00000242515,5.483497415,0.024685014,0.188109325
ENSG00000201395,5.481108105,0.010651731,0.142820692
ENSG00000128422,5.480982939,0.00614008,0.117532508
ENSG00000130287,5.476968675,0.00352481,0.094586218
ENSG00000168298,5.474609563,0.001913465,0.072071007
ENSG00000268322,5.473650524,0.008200611,0.130319899
ENSG00000186526,5.473314087,0.010694689,0.143076057
ENSG00000201901,5.468507127,0.020639546,0.178105227
ENSG00000234828,5.463826139,0.008338907,0.13162513
ENSG00000183166,5.463759913,0.008080582,0.129975817
ENSG00000222344,5.456774896,0.025719471,0.190087079
ENSG00000232015,5.456774896,0.025719471,0.190087079
ENSG00000232379,5.456774896,0.025719471,0.190087079
ENSG00000258963,5.452607759,0.014224893,0.158731388
ENSG00000174279,5.451572924,0.01823461,0.171290145
ENSG00000230316,5.45009783,0.000342932,0.031353439
ENSG00000241697,5.449429206,0.004718424,0.10605145
ENSG00000212260,5.448004742,0.020708524,0.178211191
ENSG00000277224,5.447436711,0.000591116,0.040436852
ENSG00000207951,5.446523535,0.010762956,0.14364427
ENSG00000243986,5.445890567,0.019216061,0.173831973
ENSG00000237628,5.445183714,0.01457742,0.159453885
ENSG00000218428,5.44477685,0.012211979,0.150334602
ENSG00000258571,5.443496553,0.003631727,0.0957749
ENSG00000251026,5.442439373,0.016684048,0.166471545
ENSG00000233040,5.43857671,0.016111229,0.164715263
ENSG00000236530,5.438570527,0.014591412,0.159532241
ENSG00000130829,5.43692076,0.002158941,0.07654115
ENSG00000215218,5.435211974,0.000671097,0.042358944
ENSG00000221676,5.429172204,0.01088784,0.14406677
ENSG00000251880,5.428594956,0.005790443,0.115356841
ENSG00000259485,5.427374678,0.004853533,0.107451032
ENSG00000200455,5.426623566,0.020799606,0.178339369
ENSG00000272533,5.425335633,0.006902916,0.123268109
ENSG00000232684,5.424384327,0.002225818,0.077548488
ENSG00000165409,5.423843721,0.000193096,0.02336545
ENSG00000186897,5.422431719,0.009025843,0.135159703
ENSG00000242657,5.420616847,0.010453115,0.141923675
ENSG00000181355,5.418064693,0.020211072,0.176600153
ENSG00000223984,5.414967828,0.008905717,0.134704492
ENSG00000143512,5.411533366,0.000156853,0.021223636
ENSG00000222501,5.407722883,0.016283351,0.165188928
ENSG00000207136,5.407078264,0.026136628,0.191201047
ENSG00000222378,5.407078264,0.026136628,0.191201047
ENSG00000233557,5.407078264,0.026136628,0.191201047
ENSG00000241665,5.407078264,0.026136628,0.191201047
ENSG00000258912,5.407078264,0.026136628,0.191201047
ENSG00000258966,5.407078264,0.026136628,0.191201047
ENSG00000279020,5.404955374,0.009552316,0.137481133
ENSG00000099834,5.404175052,0.001158524,0.055922582
ENSG00000227213,5.401033945,0.010156593,0.141078274
ENSG00000101188,5.398557161,0.004863303,0.107559063
ENSG00000234308,5.398016402,0.021026133,0.178814969
ENSG00000265355,5.398016402,0.021026133,0.178814969
ENSG00000229622,5.397847387,0.014093225,0.158390588
ENSG00000226053,5.397354016,0.005202501,0.110199794
ENSG00000261121,5.396897413,0.003261866,0.090997732
ENSG00000224121,5.396787714,0.005908771,0.116025832
ENSG00000196289,5.394817472,0.002756531,0.084288818
ENSG00000201028,5.392885094,0.018960796,0.17299178
ENSG00000186115,5.390379735,0.009177205,0.136232236
ENSG00000244451,5.389513126,0.007442487,0.126373926
ENSG00000164616,5.389198762,0.015530963,0.162547023
ENSG00000254650,5.385731038,0.016340624,0.165355524
ENSG00000225636,5.383758655,0.007338396,0.125872362
ENSG00000261315,5.379683191,0.013613964,0.156673282
ENSG00000274827,5.377528847,0.02081833,0.178343072
ENSG00000278941,5.375888617,0.021122784,0.178999891
ENSG00000176840,5.374749957,0.01048362,0.142043185
ENSG00000235740,5.373710547,0.017914271,0.170434009
ENSG00000258710,5.372881585,0.012679362,0.152605388
ENSG00000234999,5.371919475,0.009850921,0.13930342
ENSG00000244610,5.371335658,0.012956293,0.153861088
ENSG00000167419,5.368202208,0.002586848,0.082294108
ENSG00000251892,5.366530638,0.014325946,0.159030365
ENSG00000265123,5.363157035,0.016506212,0.165856486
ENSG00000147896,5.361550222,0.012105898,0.149581418
ENSG00000256597,5.358104266,0.01165147,0.147245268
ENSG00000163209,5.357881285,0.027286777,0.193800244
ENSG00000121335,5.357192164,0.009053997,0.13544717
ENSG00000187054,5.355714761,0.000879392,0.049111967
ENSG00000222293,5.355615102,0.026578985,0.192231784
ENSG00000238256,5.355615102,0.026578985,0.192231784
ENSG00000240014,5.355615102,0.026578985,0.192231784
ENSG00000252544,5.355615102,0.026578985,0.192231784
ENSG00000281910,5.355615102,0.026578985,0.192231784
ENSG00000196361,5.350151773,0.005834827,0.115821421
ENSG00000262470,5.349757347,0.006674399,0.120936982
ENSG00000270296,5.34832794,0.014141551,0.15856771
ENSG00000250584,5.34802048,0.007603789,0.12718473
ENSG00000162039,5.346698889,0.00412009,0.099998163
ENSG00000233186,5.346241097,0.021363114,0.179883782
ENSG00000248118,5.343346091,0.015424519,0.162142803
ENSG00000235026,5.338983502,0.004547608,0.104357712
ENSG00000223783,5.3382428,0.00075055,0.044946062
ENSG00000251348,5.33650001,0.005503699,0.112443314
ENSG00000109705,5.330114834,0.001926894,0.072139926
ENSG00000240280,5.328241139,0.005270538,0.110725226
ENSG00000072041,5.327706104,0.002584062,0.082294108
ENSG00000174697,5.323764024,0.00045501,0.035663529
ENSG00000211851,5.323312566,0.021465959,0.180263113
ENSG00000182583,5.320405943,0.006955232,0.123437007
ENSG00000226363,5.319293824,0.000167754,0.0216801
ENSG00000129455,5.31915736,0.005841421,0.115838256
ENSG00000251676,5.318996024,0.007922526,0.129224942
ENSG00000255501,5.318975936,0.01270133,0.152726549
ENSG00000243601,5.315200495,0.021640012,0.180705898
ENSG00000266668,5.313368055,0.012619141,0.152282607
ENSG00000168243,5.311302529,0.001697518,0.067769643
ENSG00000241738,5.306489041,0.008633716,0.133559767
ENSG00000237827,5.302277956,0.011377998,0.145782445
ENSG00000200665,5.302255468,0.027049227,0.192903953
ENSG00000223001,5.302255468,0.027049227,0.192903953
ENSG00000223181,5.302255468,0.027049227,0.192903953
ENSG00000225497,5.302255468,0.027049227,0.192903953
ENSG00000233646,5.302255468,0.027049227,0.192903953
ENSG00000254895,5.302255468,0.027049227,0.192903953
ENSG00000271005,5.302255468,0.027049227,0.192903953
ENSG00000272351,5.302255468,0.027049227,0.192903953
ENSG00000228316,5.292350181,0.016065985,0.164508794
ENSG00000132677,5.291457705,0.000614005,0.040854664
ENSG00000254440,5.290514396,0.008844238,0.134302296
ENSG00000198354,5.2903736,0.004476585,0.103579672
ENSG00000212128,5.279670994,0.008737035,0.134029055
ENSG00000147869,5.276290218,0.019991308,0.176130264
ENSG00000106384,5.274739791,0.015110911,0.161116965
ENSG00000201643,5.273932344,0.004270635,0.101654539
ENSG00000135902,5.273441189,0.004313953,0.102121658
ENSG00000200731,5.271966002,0.007765527,0.128301981
ENSG00000200882,5.270417778,0.013613683,0.156673282
ENSG00000233985,5.26980087,0.01607975,0.164526374
ENSG00000201367,5.268757087,0.021831369,0.181227933
ENSG00000267978,5.265787611,0.026909428,0.192711482
ENSG00000201096,5.260263472,0.022017267,0.181920373
ENSG00000276966,5.25650616,0.001477795,0.063256515
ENSG00000197641,5.255188123,0.021032742,0.178819698
ENSG00000164256,5.254609225,0.015487257,0.162351909
ENSG00000268879,5.252780817,0.002044213,0.07470702
ENSG00000207181,5.248041101,0.00165468,0.066631184
ENSG00000243188,5.247860565,0.009768536,0.138809378
ENSG00000202412,5.246854543,0.027550458,0.194460771
ENSG00000206703,5.246854543,0.027550458,0.194460771
ENSG00000223335,5.246854543,0.027550458,0.194460771
ENSG00000226048,5.246854543,0.027550458,0.194460771
ENSG00000226159,5.246854543,0.027550458,0.194460771
ENSG00000256120,5.246854543,0.027550458,0.194460771
ENSG00000261102,5.246854543,0.027550458,0.194460771
ENSG00000079393,5.246472275,0.00236318,0.079152963
ENSG00000229621,5.246451519,0.028437918,0.196685029
ENSG00000251562,5.243963754,0.002720486,0.08373696
ENSG00000227179,5.24280432,0.016599288,0.166220979
ENSG00000222743,5.241477528,0.022084816,0.182121456
ENSG00000268902,5.239783052,0.010118018,0.140941516
ENSG00000104818,5.238558226,0.017999181,0.170848159
ENSG00000242675,5.237034828,0.02162217,0.180705898
ENSG00000205494,5.23572176,0.018385683,0.171604077
ENSG00000259571,5.232675232,0.005226554,0.11029569
