GeneID,log2FC,P.Value,adj.P.Value
ENSG00000228069,3.548643666,0.024493385,0.187665746
ENSG00000243532,3.548337894,0.029635549,0.200099887
ENSG00000198488,3.547410373,0.014638096,0.159753876
ENSG00000207093,3.546257306,0.038453947,0.21602624
ENSG00000215866,3.54551498,0.016690367,0.166471545
ENSG00000229656,3.544629725,0.004708449,0.10605145
ENSG00000255776,3.544610951,0.030315616,0.201160657
ENSG00000198768,3.544488646,0.011642928,0.147204711
ENSG00000165449,3.543412904,0.000774062,0.045809786
ENSG00000085999,3.542856819,0.000264431,0.026700437
ENSG00000232241,3.541963534,0.054911228,0.249685169
ENSG00000261395,3.541930096,0.013189608,0.154844543
ENSG00000092607,3.541233542,0.006131577,0.117471079
ENSG00000223572,3.540652533,0.006813479,0.122248483
ENSG00000233436,3.539913423,0.018653727,0.172253905
ENSG00000077152,3.539696743,5.79E-05,0.013615998
ENSG00000144354,3.539212382,0.000144526,0.020334696
ENSG00000178401,3.538253577,0.000101052,0.01760953
ENSG00000207991,3.537520879,0.030042521,0.200523717
ENSG00000142945,3.536952119,0.000194316,0.02336545
ENSG00000183242,3.536244133,0.018241127,0.171290145
ENSG00000179913,3.535870233,0.000930658,0.050584363
ENSG00000224034,3.535080522,0.007042991,0.123834034
ENSG00000222685,3.534861922,0.028469648,0.19681446
ENSG00000114270,3.532854761,0.001418163,0.061708837
ENSG00000205426,3.532573334,0.002323332,0.078743446
ENSG00000178233,3.532489179,0.004466463,0.103489804
ENSG00000274494,3.531487601,0.020222176,0.176622551
ENSG00000184698,3.530799208,0.028229804,0.196197261
ENSG00000223819,3.530371195,0.015060179,0.161116965
ENSG00000260001,3.529034491,0.001596057,0.065983822
ENSG00000160471,3.528965275,0.006336419,0.118515363
ENSG00000206596,3.528410769,0.048676306,0.236315044
ENSG00000224367,3.52721015,0.00307139,0.088596574
ENSG00000179546,3.527080529,0.004123666,0.100044791
ENSG00000117971,3.526850227,0.011246306,0.145333254
ENSG00000235627,3.526810055,0.014624934,0.159696679
ENSG00000150403,3.526414368,0.004996638,0.109141085
ENSG00000249140,3.52616276,0.020656815,0.178152875
ENSG00000043039,3.525211039,0.013965344,0.157778105
ENSG00000200903,3.523860891,0.041001885,0.221818855
ENSG00000266875,3.523860891,0.041001885,0.221818855
ENSG00000239932,3.52202892,0.019218862,0.173831973
ENSG00000253972,3.520740233,0.012822001,0.153202896
ENSG00000126787,3.519609154,0.000129858,0.019783856
ENSG00000241532,3.519160702,0.019233612,0.173903027
ENSG00000241947,3.518396125,0.016336826,0.165355524
ENSG00000203795,3.516493076,0.041030549,0.221818855
ENSG00000231480,3.516493076,0.041030549,0.221818855
ENSG00000281156,3.515240021,0.026534505,0.192231784
ENSG00000215227,3.513036137,0.032323634,0.204668148
ENSG00000159263,3.512993386,0.0021363,0.076274978
ENSG00000170370,3.511048619,0.024084412,0.186540846
ENSG00000237972,3.510213998,0.026663146,0.192350555
ENSG00000124557,3.510178411,0.019860287,0.175589784
ENSG00000222351,3.50933712,0.057909282,0.256845997
ENSG00000259763,3.50753967,0.038205906,0.215588116
ENSG00000244691,3.506087206,0.010582033,0.142578102
ENSG00000249557,3.503826976,0.028687404,0.197058519
ENSG00000090889,3.502144593,0.000108063,0.018359488
ENSG00000127318,3.501265696,0.019200152,0.173753634
ENSG00000280109,3.501253357,0.019144194,0.173571918
ENSG00000167360,3.5008582,0.03029644,0.201055474
ENSG00000248424,3.5008582,0.03029644,0.201055474
ENSG00000176920,3.499108551,0.000421626,0.03441458
ENSG00000163081,3.498166844,0.028667653,0.196997157
ENSG00000226421,3.497635442,0.010536073,0.142378221
ENSG00000256037,3.496204278,0.010438016,0.141915365
ENSG00000241120,3.496029578,0.010439964,0.141915365
ENSG00000163568,3.494887835,0.000595704,0.040436852
ENSG00000260969,3.494518844,0.031233485,0.202680911
ENSG00000214896,3.494064905,0.013617569,0.156673282
ENSG00000248522,3.493876838,0.021853548,0.181287635
ENSG00000235885,3.493303461,0.014904625,0.160854825
ENSG00000129988,3.492293404,0.027484532,0.194460771
ENSG00000174015,3.491698492,0.03120703,0.202680911
ENSG00000261053,3.491446638,0.041537846,0.222605643
ENSG00000165349,3.490215948,0.037213477,0.215021509
ENSG00000180662,3.489487393,0.031380934,0.202680911
ENSG00000158089,3.489190208,0.004845042,0.107451032
ENSG00000106089,3.489160099,0.000131343,0.019784853
ENSG00000181023,3.486811661,0.030337174,0.201241109
ENSG00000231439,3.486743028,0.014972385,0.161067516
ENSG00000131982,3.486423399,0.052958773,0.244418577
ENSG00000198974,3.486423399,0.052958773,0.244418577
ENSG00000199168,3.486423399,0.052958773,0.244418577
ENSG00000201179,3.486423399,0.052958773,0.244418577
ENSG00000201519,3.486423399,0.052958773,0.244418577
ENSG00000201687,3.486423399,0.052958773,0.244418577
ENSG00000202191,3.486423399,0.052958773,0.244418577
ENSG00000202259,3.486423399,0.052958773,0.244418577
ENSG00000202411,3.486423399,0.052958773,0.244418577
ENSG00000206658,3.486423399,0.052958773,0.244418577
ENSG00000207044,3.486423399,0.052958773,0.244418577
ENSG00000207513,3.486423399,0.052958773,0.244418577
ENSG00000207712,3.486423399,0.052958773,0.244418577
ENSG00000211835,3.486423399,0.052958773,0.244418577
ENSG00000212354,3.486423399,0.052958773,0.244418577
ENSG00000221760,3.486423399,0.052958773,0.244418577
ENSG00000222942,3.486423399,0.052958773,0.244418577
ENSG00000222986,3.486423399,0.052958773,0.244418577
ENSG00000230817,3.486423399,0.052958773,0.244418577
ENSG00000232292,3.486423399,0.052958773,0.244418577
ENSG00000235492,3.486423399,0.052958773,0.244418577
ENSG00000238374,3.486423399,0.052958773,0.244418577
ENSG00000244400,3.486423399,0.052958773,0.244418577
ENSG00000249065,3.486423399,0.052958773,0.244418577
ENSG00000249912,3.486423399,0.052958773,0.244418577
ENSG00000250666,3.486423399,0.052958773,0.244418577
ENSG00000251834,3.486423399,0.052958773,0.244418577
ENSG00000252326,3.486423399,0.052958773,0.244418577
ENSG00000253257,3.486423399,0.052958773,0.244418577
ENSG00000260224,3.486423399,0.052958773,0.244418577
ENSG00000265092,3.486423399,0.052958773,0.244418577
ENSG00000270313,3.486423399,0.052958773,0.244418577
ENSG00000270741,3.486423399,0.052958773,0.244418577
ENSG00000271096,3.486423399,0.052958773,0.244418577
ENSG00000201794,3.486326827,0.048786505,0.236315044
ENSG00000221510,3.486326827,0.048786505,0.236315044
ENSG00000228248,3.486326827,0.048786505,0.236315044
ENSG00000234159,3.486244492,0.070190878,0.279354798
ENSG00000206885,3.486194594,0.008132224,0.130085135
ENSG00000128310,3.486045485,0.019128121,0.17351074
ENSG00000232407,3.485436355,0.034045131,0.207866587
ENSG00000254791,3.485127448,0.051059768,0.241705033
ENSG00000213423,3.48463222,0.02952361,0.199650769
ENSG00000236532,3.484048338,0.018996498,0.17314258
ENSG00000213483,3.483271986,0.043956443,0.227953146
ENSG00000251733,3.483219403,0.013841121,0.15745441
ENSG00000228753,3.482969576,0.014462239,0.159155672
ENSG00000180723,3.482938086,0.038869696,0.21728513
ENSG00000196243,3.482724605,0.021358194,0.179883782
ENSG00000239481,3.482724605,0.021358194,0.179883782
ENSG00000228828,3.481390754,0.014163183,0.15856771
ENSG00000243033,3.481216179,0.017610813,0.169713831
ENSG00000227925,3.481088246,0.003024524,0.087963247
ENSG00000075340,3.48074797,0.012540204,0.151811063
ENSG00000101049,3.480675742,0.002456112,0.080536278
ENSG00000244244,3.480464161,0.022278464,0.182608531
ENSG00000231134,3.480177976,0.024886007,0.188713686
ENSG00000187763,3.480158959,0.020920142,0.178439279
ENSG00000240375,3.479573608,0.019097962,0.173490848
ENSG00000257037,3.479499914,0.008871774,0.134348378
ENSG00000197213,3.4784491,0.039941336,0.219097752
ENSG00000253417,3.477954697,0.009460939,0.137122033
ENSG00000213530,3.476205454,0.017368932,0.169118249
ENSG00000165606,3.476125896,0.022737244,0.183483006
ENSG00000186977,3.476011074,0.055899619,0.252387029
ENSG00000234551,3.476011074,0.055899619,0.252387029
ENSG00000237534,3.476011074,0.055899619,0.252387029
ENSG00000249515,3.476011074,0.055899619,0.252387029
ENSG00000205076,3.475790046,0.073958887,0.284512568
ENSG00000272575,3.475536592,0.032917102,0.205980991
ENSG00000122861,3.475409163,0.001415756,0.061708837
ENSG00000252933,3.474836673,0.005900104,0.116025832
ENSG00000232878,3.474574706,0.029186518,0.198436169
ENSG00000162078,3.472969335,0.024220166,0.186992849
ENSG00000206073,3.472644903,0.03059372,0.20169893
ENSG00000231749,3.471368279,0.021242689,0.179569748
ENSG00000167157,3.471193121,0.001161838,0.056037828
ENSG00000222691,3.471126199,0.058425602,0.257318933
ENSG00000125975,3.470980216,0.020651926,0.178136116
ENSG00000163467,3.470702159,0.000422672,0.034453475
ENSG00000200304,3.470612911,0.041284279,0.22221207
ENSG00000276653,3.470612911,0.041284279,0.22221207
ENSG00000277527,3.470612911,0.041284279,0.22221207
ENSG00000227409,3.468811749,0.029885613,0.200225053
ENSG00000278184,3.467954531,0.038906335,0.21728513
ENSG00000233061,3.467897957,0.038881767,0.21728513
ENSG00000226632,3.467873641,0.013998927,0.157936408
ENSG00000227802,3.467689116,0.036715528,0.213640383
ENSG00000174939,3.466597224,0.001245198,0.058168419
ENSG00000212535,3.464580605,0.032371121,0.204712788
ENSG00000229089,3.463965454,0.038927183,0.21728513
ENSG00000198788,3.463961905,0.044841505,0.229901564
ENSG00000222960,3.463459525,0.048136868,0.235593313
ENSG00000281344,3.461284901,0.000760115,0.045339266
ENSG00000230661,3.461077287,0.05306775,0.244772112
ENSG00000206698,3.460560725,0.039115291,0.21728513
ENSG00000203601,3.460236005,0.023521031,0.185720951
ENSG00000254388,3.460052131,0.04524668,0.230013624
ENSG00000249514,3.459416269,0.037363379,0.215038157
ENSG00000205549,3.459377442,0.012882088,0.153489296
ENSG00000196350,3.458594704,0.039621548,0.218128588
ENSG00000253989,3.457447083,0.038151184,0.215588116
ENSG00000136939,3.457135688,0.056737711,0.254614379
ENSG00000238230,3.456552136,0.024351062,0.187239423
ENSG00000222182,3.456399292,0.041390305,0.222358318
ENSG00000162951,3.454869391,0.031977161,0.204339126
ENSG00000232542,3.453874508,0.03438829,0.208867943
ENSG00000113525,3.452981782,0.025453787,0.189736431
ENSG00000232916,3.450393567,0.016024564,0.164473077
ENSG00000263513,3.449621317,0.001362522,0.060639737
ENSG00000231845,3.449551783,0.039321152,0.21728513
ENSG00000078295,3.449432496,0.018129142,0.171202225
ENSG00000223864,3.44763818,0.018025332,0.170879034
ENSG00000220161,3.446851458,0.006514253,0.119566501
ENSG00000142623,3.445285499,0.012300132,0.150668407
ENSG00000184350,3.444828745,0.051485087,0.24247208
ENSG00000124467,3.444414913,0.044182795,0.228636893
ENSG00000266439,3.443904517,0.041863838,0.223486081
ENSG00000178623,3.443627985,0.003073047,0.088596574
ENSG00000231470,3.443524437,0.037647224,0.215362168
ENSG00000166851,3.443153464,0.000229295,0.024943207
ENSG00000165304,3.442739849,0.000240553,0.025751109
ENSG00000225542,3.442729199,0.040479994,0.220830836
ENSG00000175497,3.442530943,0.03055521,0.20169893
ENSG00000196542,3.441527648,0.004982804,0.108956948
ENSG00000183010,3.441132932,3.87E-05,0.011205408
ENSG00000207014,3.440718852,0.019013438,0.173261769
ENSG00000262759,3.440706529,0.043895837,0.227915398
ENSG00000197409,3.440516282,0.003839549,0.097574567
ENSG00000274290,3.440494344,0.01065154,0.142820692
ENSG00000199975,3.440207092,0.034838966,0.209757499
ENSG00000228445,3.439867831,0.051381408,0.242466014
ENSG00000267736,3.438905636,0.009207104,0.136425453
ENSG00000217327,3.438864462,0.023425896,0.185453985
ENSG00000180525,3.436551711,0.002879205,0.086166713
ENSG00000216723,3.436045096,0.031694211,0.203450588
ENSG00000239553,3.433839796,0.01718548,0.168626037
ENSG00000265450,3.432191469,0.017930892,0.170547908
ENSG00000225037,3.432073629,0.036733513,0.213640383
ENSG00000237139,3.431845552,0.031432747,0.202767366
ENSG00000109511,3.431235027,0.009381113,0.137004366
ENSG00000183856,3.429694955,0.000159035,0.021328021
ENSG00000171587,3.428458532,0.044234931,0.228675251
ENSG00000232951,3.428016622,0.009147765,0.136232236
ENSG00000252711,3.427265649,0.040007419,0.219321014
ENSG00000271278,3.422885025,0.063127335,0.267432274
ENSG00000250682,3.422487093,0.023649578,0.186000697
ENSG00000252361,3.422358813,0.007085449,0.124222271
ENSG00000164647,3.421618816,0.000350369,0.031628875
ENSG00000207523,3.421155512,0.004603163,0.10490321
ENSG00000236581,3.420880278,0.038154441,0.215588116
ENSG00000129173,3.419968305,4.77E-05,0.012542046
ENSG00000223963,3.417305381,0.027422751,0.194341305
ENSG00000264655,3.416517713,0.010501881,0.142108363
ENSG00000196876,3.416358844,0.000774967,0.045815543
ENSG00000233496,3.416189559,0.023669166,0.186040571
ENSG00000255733,3.415489459,0.01022533,0.141106142
ENSG00000204603,3.41464531,0.033281822,0.206417601
ENSG00000275549,3.414443857,0.003793375,0.097259316
ENSG00000222858,3.414100757,0.056471648,0.25405941
ENSG00000158786,3.413023319,0.030810192,0.202036739
ENSG00000226312,3.412965349,0.015296226,0.161732122
ENSG00000088340,3.412836013,8.96E-05,0.016816931
ENSG00000115828,3.412781821,0.012985164,0.153936041
ENSG00000236857,3.412463714,0.042001297,0.223892571
ENSG00000259335,3.412349061,0.052698507,0.244418577
ENSG00000243480,3.41224066,0.021802311,0.181227933
ENSG00000267647,3.411745843,0.049164038,0.236995974
ENSG00000255650,3.411570014,0.001751799,0.068712114
ENSG00000105675,3.411047698,0.023268806,0.185058147
ENSG00000220237,3.410967452,0.02356579,0.185759112
ENSG00000233010,3.408836608,0.046720545,0.2322482
ENSG00000248785,3.407494874,0.040403283,0.220511802
ENSG00000260247,3.40748844,0.030942149,0.202430935
ENSG00000244292,3.406365568,0.039109041,0.21728513
ENSG00000203721,3.404252321,0.011839876,0.148201825
ENSG00000160180,3.403189031,0.016470227,0.165831303
ENSG00000270652,3.402814986,0.052119075,0.244114383
ENSG00000248283,3.402579564,0.038688363,0.216745855
ENSG00000157680,3.402460175,0.001997643,0.073530971
ENSG00000221055,3.402064331,0.025569496,0.189868861
ENSG00000175063,3.40197207,0.000355759,0.031830432
ENSG00000240254,3.401191468,0.031748956,0.203655966
ENSG00000224142,3.400944115,0.05182967,0.243284756
ENSG00000262406,3.400277638,0.023315943,0.185116586
ENSG00000237307,3.400246965,0.012873054,0.153489296
ENSG00000171903,3.399753399,0.006701566,0.121298469
ENSG00000265442,3.399677941,0.026189061,0.191275834
ENSG00000153294,3.399369557,0.007913243,0.129224942
ENSG00000223965,3.398902852,0.044252347,0.228703296
ENSG00000226928,3.398839884,0.022708753,0.183462027
ENSG00000138813,3.398139946,0.043521887,0.227314119
ENSG00000176884,3.398059678,0.001221928,0.057469579
ENSG00000188293,3.397541075,0.017740306,0.170101615
ENSG00000253823,3.397118509,0.024756881,0.188360677
ENSG00000259096,3.396591016,0.029338982,0.198824613
ENSG00000241461,3.396575587,0.020756259,0.178252498
ENSG00000260737,3.396072993,0.031152649,0.202680911
ENSG00000217159,3.395681058,0.017316209,0.16909594
ENSG00000200732,3.395443956,0.039412553,0.217523266
ENSG00000258546,3.395424345,0.038866137,0.21728513
ENSG00000196787,3.395341223,0.000807105,0.046758762
ENSG00000172568,3.395018941,0.018709531,0.172427126
ENSG00000122824,3.39461365,0.007647866,0.127498869
ENSG00000235301,3.393486505,0.026467087,0.192196591
ENSG00000135069,3.392667051,0.000563835,0.039448515
ENSG00000055118,3.391801645,0.021227987,0.179495645
ENSG00000241101,3.391155811,0.064684986,0.268589386
ENSG00000199683,3.388886013,0.051070418,0.241706243
ENSG00000073146,3.388599563,0.00452193,0.104090484
ENSG00000261089,3.388159778,0.010428088,0.141915365
ENSG00000264966,3.387887864,0.043385407,0.226859134
ENSG00000235214,3.387700971,0.010789196,0.143723559
ENSG00000164485,3.386639767,0.018714862,0.172427126
ENSG00000233077,3.3855736,0.00059526,0.040436852
ENSG00000254985,3.384620905,0.018818038,0.172617536
ENSG00000238062,3.383783568,0.045160204,0.230013624
ENSG00000184809,3.382827665,0.046475743,0.231719755
ENSG00000236053,3.381286758,0.022295387,0.18264823
ENSG00000252377,3.381092735,0.060189204,0.260351668
ENSG00000137571,3.379954636,0.000193424,0.02336545
ENSG00000234896,3.379449002,0.026644555,0.192297419
ENSG00000204979,3.378626601,0.042251457,0.224303635
ENSG00000226272,3.378378834,0.028313196,0.196388833
ENSG00000233401,3.377908788,0.039847877,0.21878351
ENSG00000259165,3.37707275,0.023588632,0.185811596
ENSG00000231265,3.376633843,0.015954575,0.164362834
ENSG00000274115,3.376461786,0.023004054,0.18431415
ENSG00000258292,3.376121029,0.047610531,0.234363776
ENSG00000268696,3.37536141,0.030426562,0.201424652
ENSG00000267413,3.374506525,0.061711328,0.263444824
ENSG00000183206,3.373738728,0.042295901,0.224303635
ENSG00000235278,3.373738728,0.042295901,0.224303635
ENSG00000244384,3.373738728,0.042295901,0.224303635
ENSG00000251798,3.373738728,0.042295901,0.224303635
ENSG00000257792,3.373738728,0.042295901,0.224303635
ENSG00000260582,3.373738728,0.042295901,0.224303635
ENSG00000281696,3.373738728,0.042295901,0.224303635
ENSG00000215454,3.3736403,0.054229275,0.247655483
ENSG00000273330,3.3736403,0.054229275,0.247655483
ENSG00000231799,3.372425273,0.013761473,0.157222361
ENSG00000233487,3.372124894,0.012108408,0.149581865
ENSG00000244044,3.372104835,0.065202843,0.268589386
ENSG00000151418,3.371999065,0.030561654,0.20169893
ENSG00000224117,3.371584028,0.02678741,0.192711482
ENSG00000171658,3.3709582,0.00193555,0.07226413
ENSG00000169607,3.370640269,0.000163256,0.021486719
ENSG00000230165,3.370437032,0.035088169,0.210268305
ENSG00000259671,3.369973322,0.064951525,0.268589386
ENSG00000239483,3.369753406,0.023117446,0.184692771
ENSG00000259823,3.369600722,0.017815542,0.170203733
ENSG00000201823,3.368233168,0.008621166,0.133469736
ENSG00000131914,3.367804248,0.020049742,0.176286374
ENSG00000208772,3.367433222,0.009909382,0.139838811
ENSG00000242715,3.36645764,0.000520585,0.037941281
ENSG00000207704,3.365162397,0.020883497,0.178343072
ENSG00000232793,3.364343193,0.037153123,0.214845267
ENSG00000164109,3.364335268,9.30E-05,0.016861091
ENSG00000224187,3.364281494,0.016992677,0.167634653
ENSG00000231169,3.363847536,0.011013988,0.144375524
ENSG00000244052,3.362950966,0.012608994,0.1522519
ENSG00000150676,3.36272506,0.037325149,0.215038157
ENSG00000186838,3.362539631,0.039305111,0.21728513
ENSG00000223540,3.362310259,0.024704641,0.188141952
ENSG00000263800,3.362304667,0.026448573,0.192196591
ENSG00000275243,3.361875036,0.009758976,0.138784898
ENSG00000162849,3.361580242,2.18E-05,0.008730614
ENSG00000223549,3.360887264,0.022223094,0.182370891
ENSG00000250662,3.360555485,0.014727984,0.160262401
ENSG00000251128,3.359917723,0.051015257,0.24161948
ENSG00000104722,3.359307876,0.025336958,0.189496843
ENSG00000155052,3.358631031,0.04302511,0.226458633
ENSG00000101134,3.357722893,0.006507118,0.119535075
ENSG00000224584,3.357072045,0.030799091,0.202036739
ENSG00000252578,3.357072045,0.030799091,0.202036739
ENSG00000231944,3.356531141,0.023809981,0.186144696
ENSG00000207744,3.356493827,0.015119058,0.161116965
ENSG00000138615,3.356462632,0.000594442,0.040436852
ENSG00000198685,3.355763063,0.021669757,0.180850518
ENSG00000260846,3.352870932,0.041819096,0.223361388
ENSG00000237353,3.352868172,0.042355229,0.224519833
ENSG00000219085,3.352215609,0.007945878,0.129260508
ENSG00000272096,3.350277123,0.044584864,0.22936347
ENSG00000148942,3.350241333,0.006095368,0.117024753
ENSG00000205669,3.349979493,0.027871,0.195287503
ENSG00000241529,3.348592249,0.026742062,0.192598254
ENSG00000266494,3.348544786,0.011348562,0.145625276
ENSG00000257906,3.348193512,0.032023073,0.204392788
ENSG00000237738,3.348009085,0.0271895,0.193516419
ENSG00000165548,3.347791839,0.008766433,0.134029055
ENSG00000254399,3.347450882,0.044906399,0.230013624
ENSG00000230453,3.347026683,0.032378648,0.204712788
ENSG00000207507,3.346651985,0.036972716,0.214238435
ENSG00000237959,3.346651985,0.036972716,0.214238435
ENSG00000218502,3.345810141,0.008429333,0.132208759
ENSG00000267719,3.342826918,0.02046608,0.177775373
ENSG00000229807,3.3426892,0.032925027,0.205980991
ENSG00000227541,3.342076599,0.03572063,0.211626102
ENSG00000179073,3.342047812,0.03082409,0.202036739
ENSG00000238386,3.341837679,0.042235024,0.224303635
ENSG00000226935,3.341793995,0.068780002,0.275461584
ENSG00000269900,3.339349353,0.068188948,0.2739292
ENSG00000230122,3.339196016,0.024531845,0.187766051
ENSG00000143032,3.339184827,0.065382698,0.26869677
ENSG00000273274,3.338763037,0.010249673,0.141279472
ENSG00000254008,3.338515725,0.014374444,0.159134663
ENSG00000211850,3.33807736,0.057235472,0.255707863
ENSG00000187762,3.337646989,0.045998038,0.230439771
ENSG00000266604,3.337309569,0.025892808,0.190559688
ENSG00000113924,3.336879673,0.003232621,0.090559793
ENSG00000156959,3.336756842,0.039816282,0.218750403
ENSG00000120949,3.336326152,0.017165276,0.168626037
ENSG00000213409,3.334609808,0.027059151,0.192951969
ENSG00000231564,3.334267831,0.042605789,0.22545284
ENSG00000029534,3.332564901,0.006033798,0.116699205
ENSG00000237382,3.331778266,0.041029332,0.221818855
ENSG00000131142,3.331570107,0.014188589,0.15856771
ENSG00000219608,3.330797212,0.045421624,0.230013624
ENSG00000253971,3.330441729,0.030042771,0.200523717
ENSG00000229241,3.330187621,0.035931395,0.212124629
ENSG00000178522,3.330034781,0.02603821,0.191011083
ENSG00000215262,3.329663553,0.034774217,0.209678598
ENSG00000002746,3.329508988,0.002126349,0.076099392
ENSG00000199477,3.329333984,0.011579216,0.146906707
ENSG00000278811,3.329010442,0.001140676,0.055566955
ENSG00000271209,3.328620291,0.041890114,0.223559422
ENSG00000206863,3.327810178,0.019235343,0.173903027
ENSG00000224855,3.325685964,0.032031214,0.204392788
ENSG00000211931,3.325665963,0.034323631,0.208765789
ENSG00000174343,3.325483604,0.052140206,0.2441598
ENSG00000253024,3.325334269,0.011165133,0.145021538
ENSG00000146039,3.324448263,0.018865919,0.172779858
ENSG00000163207,3.323956884,0.010590715,0.142631906
ENSG00000265683,3.323915112,0.003406,0.093127634
ENSG00000250374,3.322638863,0.044967814,0.230013624
ENSG00000225294,3.322550245,0.011591203,0.146906707
ENSG00000253755,3.322381868,0.001043384,0.053525883
ENSG00000006606,3.320924798,0.007400378,0.126190317
ENSG00000236611,3.320474134,0.022865574,0.183990342
ENSG00000240621,3.319999059,0.034858185,0.209825595
ENSG00000226068,3.318434118,0.015822626,0.163875701
ENSG00000258373,3.316667137,0.048044369,0.235442618
ENSG00000223929,3.315228371,0.051326078,0.24233842
ENSG00000225025,3.314524067,0.044998148,0.230013624
ENSG00000265253,3.314524067,0.044998148,0.230013624
ENSG00000271886,3.314524067,0.044998148,0.230013624
ENSG00000223013,3.314190941,0.055973452,0.252569551
ENSG00000221716,3.313712208,0.010529274,0.142342891
ENSG00000187957,3.313375178,0.024185062,0.186852272
ENSG00000251636,3.313137223,0.027639857,0.194728185
ENSG00000232374,3.312743699,0.055201734,0.250474308
ENSG00000182912,3.312137022,0.009193993,0.136394471
ENSG00000145824,3.311378387,0.002253782,0.077853628
ENSG00000162040,3.310502689,0.070537831,0.280255436
ENSG00000213608,3.309280863,0.035343274,0.210705938
ENSG00000239856,3.309072055,0.033606818,0.20747588
ENSG00000147509,3.30864399,0.003472147,0.093710791
ENSG00000254634,3.308539413,0.01046616,0.141965636
ENSG00000138623,3.308424194,0.010802041,0.143723559
ENSG00000270499,3.308206367,0.018752301,0.172480156
ENSG00000276903,3.306964416,0.01439621,0.159134663
ENSG00000220884,3.30614552,0.027906466,0.195362635
ENSG00000229051,3.30587728,0.025948453,0.190674328
ENSG00000236311,3.304949613,0.046109571,0.230711878
ENSG00000257075,3.304949613,0.046109571,0.230711878
ENSG00000266016,3.304949613,0.046109571,0.230711878
ENSG00000268869,3.304073971,0.015355779,0.161946569
ENSG00000132874,3.304013986,0.012591759,0.152154352
ENSG00000211673,3.303726611,0.005137432,0.110092668
ENSG00000103257,3.303558367,0.001335413,0.060231028
ENSG00000116703,3.302867299,0.01751409,0.169539466
ENSG00000062038,3.302800895,0.007046348,0.123854773
ENSG00000117983,3.301489401,0.048886025,0.236315044
ENSG00000196754,3.300884356,0.000220656,0.024760545
ENSG00000237024,3.300525242,0.017405351,0.169189237
ENSG00000188037,3.29991972,0.018322858,0.171422814
ENSG00000243313,3.298393566,0.046738897,0.2322482
ENSG00000234557,3.297863571,0.039015751,0.21728513
ENSG00000105219,3.297804693,0.002913041,0.086452124
ENSG00000158482,3.297276963,0.010268446,0.141401496
ENSG00000201078,3.296513902,0.024142068,0.186796046
ENSG00000142224,3.296371043,0.032936212,0.205985
ENSG00000227271,3.29625761,0.040357551,0.220381522
ENSG00000271098,3.295830912,0.06639371,0.271257145
ENSG00000225138,3.295659297,0.002316194,0.078619904
ENSG00000167080,3.294043164,0.028822677,0.197539033
ENSG00000247473,3.293950515,0.023135713,0.184783179
ENSG00000094804,3.292625734,0.000228749,0.024928663
ENSG00000259374,3.29244366,0.029039777,0.198125083
ENSG00000207607,3.292184346,0.032017799,0.204392788
ENSG00000135451,3.290868744,0.00030347,0.029461929
ENSG00000115507,3.290222363,0.003922552,0.097861917
ENSG00000258244,3.290034909,0.021933575,0.181553092
ENSG00000199874,3.289488764,0.033218638,0.206300736
ENSG00000202360,3.289374007,0.030814378,0.202036739
ENSG00000137573,3.288159319,0.000250552,0.026214064
ENSG00000129195,3.288086895,0.001421659,0.061708837
ENSG00000239468,3.287978803,0.038153085,0.215588116
ENSG00000201616,3.287844425,0.059731096,0.259289553
ENSG00000187714,3.287584222,0.055879745,0.252387029
ENSG00000235593,3.286539531,0.071913346,0.283344661
ENSG00000101670,3.286229843,0.015917585,0.164125325
ENSG00000271824,3.286062703,0.072826729,0.283344661
ENSG00000229057,3.285973617,0.033267461,0.206349692
ENSG00000213917,3.285839592,0.032045875,0.204392788
ENSG00000232857,3.285265916,0.049416793,0.237873133
ENSG00000175832,3.283846114,1.65E-05,0.007769283
ENSG00000132429,3.281866537,0.025447376,0.189712019
ENSG00000244588,3.281714004,0.023139523,0.184783179
ENSG00000077498,3.281201771,0.058173922,0.256845997
ENSG00000168131,3.281201771,0.058173922,0.256845997
ENSG00000170790,3.281201771,0.058173922,0.256845997
ENSG00000178279,3.281201771,0.058173922,0.256845997
ENSG00000199455,3.281201771,0.058173922,0.256845997
ENSG00000199855,3.281201771,0.058173922,0.256845997
ENSG00000200310,3.281201771,0.058173922,0.256845997
ENSG00000201025,3.281201771,0.058173922,0.256845997
ENSG00000206855,3.281201771,0.058173922,0.256845997
ENSG00000206907,3.281201771,0.058173922,0.256845997
ENSG00000207394,3.281201771,0.058173922,0.256845997
ENSG00000207402,3.281201771,0.058173922,0.256845997
ENSG00000207628,3.281201771,0.058173922,0.256845997
ENSG00000207820,3.281201771,0.058173922,0.256845997
ENSG00000212170,3.281201771,0.058173922,0.256845997
ENSG00000218893,3.281201771,0.058173922,0.256845997
ENSG00000221393,3.281201771,0.058173922,0.256845997
ENSG00000221680,3.281201771,0.058173922,0.256845997
ENSG00000221782,3.281201771,0.058173922,0.256845997
ENSG00000222177,3.281201771,0.058173922,0.256845997
ENSG00000222536,3.281201771,0.058173922,0.256845997
ENSG00000222626,3.281201771,0.058173922,0.256845997
ENSG00000223516,3.281201771,0.058173922,0.256845997
ENSG00000228213,3.281201771,0.058173922,0.256845997
ENSG00000228308,3.281201771,0.058173922,0.256845997
